contrast,n_nv_cm3,n_nv_ppm,od_sector,delta_od,delta_T_over_T,tau_required_s,feasible
0.01,1760000000000000.0,0.01,0.07914727680498457,0.0007914727680498457,0.0007917860652710823,0.00013460219572942095,True
0.01,1.76e+16,0.1,0.7914727680498457,0.007914727680498456,0.007946131934992698,2.724571397322237e-06,True
0.01,1.76e+17,1.0,7.914727680498458,0.07914727680498458,0.08236371740253925,3.14577740010256e-05,True
0.001,1760000000000000.0,0.01,0.07914727680498457,7.914727680498457e-05,7.915040903333262e-05,0.013523239884212909,True
0.001,1.76e+16,0.1,0.7914727680498457,0.0007914727680498457,0.0007917860652710823,0.0002744171026413476,True
0.001,1.76e+17,1.0,7.914727680498458,0.007914727680498458,0.0079461319349927,0.0033797804907628073,True
0.0001,1760000000000000.0,0.01,0.07914727680498457,7.914727680498458e-06,7.914759002038219e-06,2.241617846918708,True
0.0001,1.76e+16,0.1,0.7914727680498457,7.914727680498457e-05,7.915040903333262e-05,0.02757019146113735,True
0.0001,1.76e+17,1.0,7.914727680498458,0.0007914727680498458,0.0007917860652710824,0.3404093468610942,True
